1.56962	167024.4
1.58974	158726.7
1.61039	150742
1.63157	143062.5
1.65333	135680.2
1.67567	128587.4
1.69863	121776.3
1.72222	115239.5
1.74647	108969.5
1.77142	102958.8
1.7971	97200.35
1.82352	91686.86
1.85074	86411.33
1.87878	81366.79
1.90769	76546.42
1.93749	71943.46
1.96825	67551.29
1.99999	63363.36
2.03278	59373.25
2.06666	55574.61
2.10169	51961.24
2.13793	48527
2.17543	45265.87
2.21428	42171.94
2.25454	39239.39
2.29629	36462.5
2.33962	33835.68
2.38461	31353.41
2.43137	29010.3
2.47999	26801.03
2.53061	24720.42
2.58333	22763.36
2.63829	20924.88
2.69565	19200.07
2.75555	17584.16
2.81817	16072.45
2.88371	14660.38
2.95237	13343.46
3.02438	12117.33
3.09999	10977.7
3.17948	9920.416
3.26315	8941.407
3.35134	8036.711
3.44444	7202.47
3.54285	6434.927
3.64705	5730.429
3.75757	5085.425
3.87499	4496.467
3.99999	3960.21
4.13332	3473.413
4.27585	3032.937
4.42856	2635.746
4.59258	2278.907
4.76922	1959.588
4.95999	1675.064
5.16665	1422.71
5.39129	1200.004
5.63635	1004.528
5.90475	833.9666
6.19998	686.1063





 












































